0	0.105957
0	0.167376
0	0.058967
0	0.134225
0	0.140363
0	0.106834
0	0.139907
0	0.064655
0	0.141352
0	0.120880
0	0.113092
0	0.238769
0	0.121094
0	0.123330
0	0.113705
0	0.119572
0	0.035551
0	0.119808
0	0.146237
0	0.113088
0	0.105871
0	0.143452
0	0.132582
0	0.091533
0	0.136587
0	0.065291
0	0.178299
0	0.102398
0	0.254935
0	0.146974
0	0.162231
0	0.129913
0	0.122219
0	0.140340
0	0.153203
0	0.130765
0	0.135626
0	0.133466
0	0.133575
0	0.149611
1	0.238769
1	0.171638
1	0.208590
1	0.218017
1	0.276784
1	0.183355
1	0.195853
1	0.162231
1	0.167748
1	0.210413
1	0.167376
1	0.162231
1	0.065343
1	0.153593
1	0.156271
1	0.159272
1	0.184702
1	0.131953
1	0.201954
1	0.185098
1	0.178951
1	0.175684
1	0.178299
1	0.172481
1	0.167366
1	0.152491
1	0.174636
1	0.167376
1	0.254935
1	0.151061
1	0.181974
1	0.146534
1	0.181153
1	0.162231
1	0.159775
1	0.181666
1	0.189593
1	0.162231
1	0.176835
1	0.178299
2	0.218017
2	0.188904
2	0.210413
2	0.223614
2	0.238769
2	0.215557
2	0.278024
2	0.194374
2	0.129402
2	0.210413
2	0.210413
2	0.121860
2	0.057605
2	0.210413
2	0.300328
2	0.174367
2	0.269996
2	0.248619
2	0.218017
2	0.218017
2	0.238769
2	0.254935
2	0.254935
2	0.218017
2	0.220903
2	0.269996
2	0.229501
2	0.192556
2	0.229383
2	0.254935
2	0.238769
2	0.186144
2	0.242547
2	0.268490
2	0.054306
2	0.279943
2	0.238769
2	0.276784
2	0.183084
2	0.253978
3	0.286690
3	0.245890
3	0.241605
3	0.160247
3	0.279943
3	0.226820
3	0.278024
3	0.305789
3	0.278024
3	0.276784
3	0.276784
3	0.278024
3	0.278024
3	0.215557
3	0.279943
3	0.248343
3	0.300328
3	0.273193
3	0.253586
3	0.279943
3	0.290757
3	0.263279
3	0.248483
3	0.169179
3	0.276784
3	0.245231
3	0.247181
3	0.298431
3	0.307172
3	0.278368
3	0.228886
3	0.279943
3	0.276784
3	0.260447
3	0.283656
3	0.218571
3	0.248343
3	0.269996
3	0.276784
3	0.311980
4	0.307172
4	0.259676
4	0.270972
4	0.311980
4	0.291530
4	0.311980
4	0.298431
4	0.255629
4	0.311980
4	0.279411
4	0.304730
4	0.305789
4	0.360517
4	0.298431
4	0.305789
4	0.283656
4	0.298431
4	0.300328
4	0.300328
4	0.307172
4	0.325126
4	0.291530
4	0.249787
4	0.305789
4	0.300328
4	0.307172
4	0.307172
4	0.300328
4	0.313589
4	0.302899
4	0.305789
4	0.291530
4	0.306808
4	0.275155
4	0.307172
4	0.315617
4	0.313281
4	0.300328
4	0.332845
4	0.300328
5	0.360517
5	0.307172
5	0.360517
5	0.360517
5	0.360517
5	0.315617
5	0.315617
5	0.315617
5	0.230761
5	0.294344
5	0.315617
5	0.360517
5	0.360517
5	0.199281
5	0.268152
5	0.332845
5	0.341629
5	0.332845
5	0.249486
5	0.343764
5	0.268364
5	0.315617
5	0.357060
5	0.373014
5	0.294486
5	0.325126
5	0.360517
5	0.341716
5	0.313589
5	0.348076
5	0.315617
5	0.252622
5	0.316530
5	0.252958
5	0.315617
5	0.200634
5	0.360517
5	0.308475
5	0.315617
5	0.313589
6	0.360517
6	0.417497
6	0.373014
6	0.360517
6	0.373014
6	0.360517
6	0.360517
6	0.369160
6	0.360517
6	0.360517
6	0.416378
6	0.360517
6	0.373014
6	0.360517
